state,district,name,state_rank,national_rank,college_readiness_score,tested_ap_ib,pass_ap_ib,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient,student_teacher_ratio,street_address,city,total_enrollment,total_economically_disadvantaged,receives_title_i_funding,ap_student_performance_participation_rate,ap_student_performance_participant_passing_rate,ap_student_performance_exam_per_test_taker,ap_student_performance_exam_pass_rate
Ohio,Green Local,Smithville High School,,Unranked,N/A,,,4,88.00%,12.00%,3.7,94.00%,6.00%,15:1,480 EAST MAIN ST,"SMITHVILLE, OH 44677",332,21.00%,No,,,,
Ohio,South Central Local,South Central High School,,Unranked,N/A,,,3.9,90.0%,10.0%,3.7,94.00%,6.00%,10:1,3305 GREENWICH ANGLING RD,"GREENWICH, OH 44837",216,44.00%,No,,,,
Ohio,Gallia County Local,South Gallia High School,,Unranked,N/A,,,3.7,74.00%,26.00%,3.1,80.0%,20.0%,13:1,55 REBEL DR,"CROWN CITY, OH 45623",183,56.00%,Yes,,,,
Ohio,Columbus City Schools,South High School,,Unranked,5.3,21.00%,0%,2.4,46.00%,54.00%,2.5,50.0%,50.0%,12:1,1160 ANN ST,"COLUMBUS, OH 43206",487,85.00%,Yes,21.00%,0%,1.8,0%
Ohio,South Point Local,South Point High School,,Unranked,N/A,,,3.4,75.00%,25.00%,3.3,81.00%,19.00%,14:1,983 COUNTY RD 60,"SOUTH POINT, OH 45680",462,53.00%,Yes,,,,
Ohio,Southeast Local,Southeast High School,,Unranked,11.6,22.00%,31.00%,3.8,82.00%,18.00%,3.6,86.00%,14.00%,16:1,8423 TALLMADGE RD,"RAVENNA, OH 44266",596,36.00%,No,22.00%,37.00%,1.3,31.00%
Ohio,Southeastern Local,Southeastern High School,,Unranked,9.3,25.00%,15.00%,3.7,81.00%,19.00%,3.5,83.00%,17.00%,14:1,2003 LANCASTER RD,"CHILLICOTHE, OH 45601",324,0%,Yes,25.00%,15.00%,1.5,15.00%
Ohio,Southern Local,Southern High School,,Unranked,N/A,,,3.6,85.00%,15.00%,3.4,92.00%,8.00%,14:1,920 ELM ST,"RACINE, OH 45771",205,58.00%,Yes,,,,
Ohio,Southern Local,Southern Local Jr/Sr High School,,Unranked,N/A,,,3.8,82.00%,18.00%,3.4,85.00%,15.00%,15:1,38095 STATE ROUTE 39,"SALINEVILLE, OH 43945",429,99.00%,Yes,,,,
Ohio,Spencerville Local,Spencerville High School,,Unranked,N/A,,,4.1,91.00%,9.00%,3.7,94.00%,6.00%,14:1,2500 WISHER DR,"SPENCERVILLE, OH 45887",233,0%,Yes,,,,
Ohio,Springfield City,Springfield High School,,Unranked,8.7,14.00%,37.00%,3.2,68.00%,32.00%,3.1,74.00%,26.00%,14:1,701 EAST HOME RD,"SPRINGFIELD, OH 45503","1,626",68.00%,Yes,14.00%,35.00%,1.6,37.00%
Ohio,Springfield Local,Springfield High School,,Unranked,12.9,15.00%,81.00%,3.9,85.00%,15.00%,3.6,87.00%,13.00%,19:1,1470 SOUTH MCCORD RD,"HOLLAND, OH 43528","1,012",35.00%,No,15.00%,84.00%,2.2,81.00%
Ohio,Springfield Local,Springfield High School,,Unranked,10.6,20.0%,17.00%,3.7,86.00%,14.00%,3.3,87.00%,13.00%,15:1,2966 SANITARIUM RD,"AKRON, OH 44312",687,57.00%,Yes,20.0%,36.00%,2.3,17.00%
Ohio,St Bernard-Elmwood Place City,St Bernard-Elmwood Place High School,,Unranked,17.7,27.00%,35.00%,4,88.00%,12.00%,3.4,90.0%,10.0%,16:1,4615 TOWER AVE,"SAINT BERNARD, OH 45217",426,76.00%,Yes,27.00%,55.00%,1.5,35.00%
Ohio,St Clairsville-Richland City,St Clairsville High School,,Unranked,9.1,17.00%,38.00%,3.8,87.00%,13.00%,3.8,94.00%,6.00%,20:1,102 WOODROW AVE,"SAINT CLAIRSVILLE, OH 43950",507,0%,No,17.00%,36.00%,2.4,38.00%
Ohio,St Marys City,St Marys Memorial High School,,Unranked,5,5.00%,88.00%,4,88.00%,12.00%,3.4,88.00%,12.00%,22:1,2250 STROUTE 66 NORTH,"SAINT MARYS, OH 45885",801,0%,No,5.00%,91.00%,2.3,88.00%
Ohio,Toledo City,Start High School,,Unranked,4.1,13.00%,11.00%,3.5,79.00%,21.00%,3.2,82.00%,18.00%,16:1,2010 TREMAINSVILLE RD,"TOLEDO, OH 43613","1,330",54.00%,Yes,13.00%,11.00%,1.2,11.00%
Ohio,Ohio State School For The Blin,State School For The Blind,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5220 NORTH HIGH ST,"COLUMBUS, OH 43214",82,84.00%,No,,,,
Ohio,Mad River Local,Stebbins High School,,Unranked,2.7,5.00%,50.0%,3.7,86.00%,14.00%,3.4,86.00%,14.00%,15:1,1900 HARSHMAN RD,"DAYTON, OH 45424","1,126",52.00%,Yes,5.00%,38.00%,2,50.0%
Ohio,Steubenville City,Steubenville High School,,Unranked,N/A,,,3.7,86.00%,14.00%,3.3,84.00%,16.00%,14:1,420 NORTH 4TH ST,"STEUBENVILLE, OH 43952",645,56.00%,Yes,,,,
Ohio,Strasburg-Franklin Local,Strasburg-Franklin High School,,Unranked,N/A,,,4,96.00%,4.00%,3.7,92.00%,8.00%,16:1,140 NORTH BODMER AVE,"STRASBURG, OH 44680",328,0%,No,,,,
Ohio,Streetsboro City,Streetsboro High School,,Unranked,7.6,10.0%,42.00%,3.9,86.00%,14.00%,3.6,94.00%,6.00%,14:1,1900 ANNALANE DR,"STREETSBORO, OH 44241",550,30.0%,No,10.0%,69.00%,2,42.00%
Ohio,Struthers City,Struthers High School,,Unranked,N/A,,,3.6,78.00%,22.00%,3.4,87.00%,13.00%,19:1,111 EUCLID AVE,"STRUTHERS, OH 44471",596,62.00%,Yes,,,,
Ohio,Cleveland Metropolitan School District,Successtech Academy School,,Unranked,N/A,,,2.6,58.00%,42.00%,2.7,65.00%,35.00%,15:1,1440 LAKESIDE AVE EAST,"CLEVELAND, OH 44114",247,91.00%,Yes,,,,
Ohio,Summit Academy Community School-Parma,Summit Academy Community School-Parma,,Unranked,N/A,,,2.6,46.00%,54.00%,2.8,69.00%,31.00%,10:1,5868 STUMPH RD,"PARMA, OH 44130",224,57.00%,Yes,,,,
Ohio,Summit Academy Secondary - Lorain,Summit Academy Secondary - Lorain,,Unranked,N/A,,,2.1,27.00%,73.00%,2.7,67.00%,33.00%,8:1,1051 EAST ST,"LORAIN, OH 44052",81,72.00%,Yes,,,,
Ohio,Summit Academy Secondary - Youngstown,Summit Academy Secondary - Youngstown,,Unranked,N/A,,,1.8,25.00%,75.00%,2.1,50.0%,50.0%,14:1,1400 OAK HILL AVE,"YOUNGSTOWN, OH 44507",172,69.00%,Yes,,,,
Ohio,Summit Academy Toledo Learning Center,Summit Academy Toledo Learning Center,,Unranked,N/A,,,3.1,68.00%,32.00%,3.3,63.00%,37.00%,8:1,703 PHILLIPS AVE,"TOLEDO, OH 43612",214,82.00%,Yes,,,,
Ohio,Summit Academy Transition High School Dayton,Summit Academy Transition High School Dayton,,Unranked,N/A,,,2.6,53.00%,47.00%,3,74.00%,26.00%,8:1,1407 EAST 3RD ST,"DAYTON, OH 45403",74,64.00%,Yes,,,,
Ohio,Summit Academy Transition High School-Cincinnati,Summit Academy Transition High School-Cincinnati,,Unranked,N/A,,,2.7,63.00%,37.00%,2.9,74.00%,26.00%,9:1,5800 SALVIA AVE,"CINCINNATI, OH 45224",97,45.00%,Yes,,,,
Ohio,Swanton Local,Swanton High School,,Unranked,10.6,16.00%,45.00%,4,88.00%,12.00%,3.6,94.00%,6.00%,17:1,601 NORTH MAIN ST,"SWANTON, OH 43558",394,46.00%,Yes,16.00%,53.00%,1.9,45.00%
Ohio,Switzerland Of Ohio Local,Swiss Hills Career Center,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,9:1,46601 STATE ROUTE 78,"WOODSFIELD, OH 43793",179,98.00%,Yes,,,,
Ohio,Symmes Valley Local,Symmes Valley High School,,Unranked,N/A,,,4,91.00%,9.00%,3.5,88.00%,12.00%,12:1,14778 STATE ROUTE 141,"WILLOW WOOD, OH 45696",224,42.00%,Yes,,,,
Ohio,Three Rivers Local,Taylor High School,,Unranked,23.9,26.00%,71.00%,4,87.00%,13.00%,3.7,86.00%,14.00%,16:1,36 EAST HARRISON AVE,"NORTH BEND, OH 45052",511,33.00%,No,26.00%,87.00%,3.1,71.00%
Ohio,Teays Valley Local,Teays Valley High School,,Unranked,12.2,21.00%,40.0%,4.1,91.00%,9.00%,3.6,91.00%,9.00%,16:1,3887 STATE ROUTE 752,"ASHVILLE, OH 43103","1,042",27.00%,No,21.00%,44.00%,1.4,40.0%
Ohio,Tecumseh Local,Tecumseh High School,,Unranked,10.3,12.00%,74.00%,3.9,87.00%,13.00%,3.5,84.00%,16.00%,18:1,9830 WEST NATIONAL RD,"NEW CARLISLE, OH 45344",957,50.0%,Yes,12.00%,85.00%,2.2,74.00%
Ohio,The Academy For Urban Solutions,The Academy For Urban Solutions,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,45:1,899 EAST BROAD ST,"COLUMBUS, OH 43205",178,93.00%,Yes,,,,
Ohio,The Autism Academy Of Learning,The Autism Academy Of Learning,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,6:1,219 PAGE ST,"TOLEDO, OH 43620",55,0%,Yes,,,,
Ohio,Bridgeport Exempted Village,The Bridgeport School District - High School,,Unranked,N/A,,,3.3,74.00%,26.00%,3.2,80.0%,20.0%,17:1,55707 INDUSTRIAL DR,"BRIDGEPORT, OH 43912",236,99.00%,Yes,,,,
Ohio,Kent City,Theodore Roosevelt High School,,Unranked,18.6,23.00%,73.00%,4,90.0%,10.0%,3.8,93.00%,7.00%,13:1,1400 NORTH MANTUA ST,"KENT, OH 44240","1,401",35.00%,No,23.00%,72.00%,2.5,73.00%
Ohio,Dayton City,Thurgood Marshall High School,,Unranked,7.1,26.00%,2.00%,2.6,53.00%,47.00%,2.7,63.00%,37.00%,20:1,4447 HOOVER AVE,"DAYTON, OH 45417",666,84.00%,Yes,26.00%,3.00%,1.8,2.00%
Ohio,Canton City,Timken High School,,Unranked,2.6,4.00%,45.00%,3.1,68.00%,32.00%,2.8,63.00%,37.00%,12:1,521 TUSCARAWAS ST WEST,"CANTON, OH 44702","1,003",97.00%,Yes,4.00%,45.00%,1,45.00%
Ohio,Northeastern Local,Tinora High School,,Unranked,25.4,34.00%,60.0%,4.1,92.00%,8.00%,3.4,84.00%,16.00%,10:1,5921 DOMERSVILLE RD,"DEFIANCE, OH 43512",285,34.00%,No,34.00%,65.00%,1.5,60.0%
Ohio,Toledo Preparatory Academy,Toledo Preparatory Academy,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,11:1,540 INDEPENDENCE RD,"TOLEDO, OH 43607",68,85.00%,Yes,,,,
Ohio,Toronto City,Toronto High School,,Unranked,N/A,,,3.2,70.0%,30.0%,3.4,84.00%,16.00%,17:1,300 MYERS ST,"TORONTO, OH 43964",420,56.00%,Yes,,,,
Ohio,Treca Digital Academy,Treca Digital Academy,,Unranked,N/A,,,3.2,75.00%,25.00%,3.3,86.00%,14.00%,N/A,100 EXECUTIVE DR,"MARION, OH 43302","1,887",0%,Yes,,,,
Ohio,Tri-County North Local,Tri-County North High School,,Unranked,N/A,,,4.1,93.00%,7.00%,3.7,93.00%,7.00%,12:1,500 PANTHER WAY,"LEWISBURG, OH 45338",235,0%,Yes,,,,
Ohio,Tri-Valley Local,Tri-Valley High School,,Unranked,17,27.00%,49.00%,3.8,86.00%,14.00%,3.5,88.00%,12.00%,23:1,46 EAST MUSKINGUM AVE,"DRESDEN, OH 43821",873,41.00%,No,27.00%,52.00%,1.5,49.00%
Ohio,Tri-Village Local,Tri-Village High School,,Unranked,N/A,,,3.7,85.00%,15.00%,3.6,95.00%,5.00%,13:1,315 SOUTH MAIN ST,"NEW MADISON, OH 45346",313,36.00%,Yes,,,,
Ohio,Triad Local,Triad High School,,Unranked,N/A,,,4.3,98.00%,2.00%,3.7,93.00%,7.00%,14:1,8099 BRUSH LAKE RD,"NORTH LEWISBURG, OH 43060",293,31.00%,No,,,,
Ohio,Trimble Local,Trimble High School,,Unranked,N/A,,,3.5,79.00%,21.00%,3.2,70.0%,30.0%,14:1,1 TOMCAT DR,"GLOUSTER, OH 45732",215,68.00%,Yes,,,,
Ohio,Triway Local,Triway High School,,Unranked,N/A,,,4,86.00%,14.00%,3.6,95.00%,5.00%,13:1,3205 SHREVE RD,"WOOSTER, OH 44691",472,29.00%,No,,,,
Ohio,Trotwood-Madison City,Trotwood-Madison High School,,Unranked,5.3,16.00%,10.0%,3.1,70.0%,30.0%,3.1,81.00%,19.00%,18:1,4440 NORTH UNION RD,"TROTWOOD, OH 45426","1,211",80.0%,Yes,16.00%,10.0%,1,10.0%
Ohio,Troy City,Troy High School,,Unranked,16.2,19.00%,79.00%,4.1,91.00%,9.00%,3.7,90.0%,10.0%,21:1,151 STAUNTON RD,"TROY, OH 45373","1,253",33.00%,No,19.00%,83.00%,2.9,79.00%
Ohio,Tuscarawas Valley Local,Tuscarawas Valley High School,,Unranked,14.4,20.0%,45.00%,4,89.00%,11.00%,3.6,90.0%,10.0%,14:1,2637 TUSKY VALLEY RD NE,"ZOARVILLE, OH 44656",431,41.00%,No,20.0%,65.00%,2.4,45.00%
Ohio,Tuslaw Local,Tuslaw High School,,Unranked,N/A,,,3.9,87.00%,13.00%,3.6,92.00%,8.00%,18:1,1847 MANCHESTER AVE NW,"MASSILLON, OH 44647",426,27.00%,No,,,,
Ohio,Union Local,Union Local High School,,Unranked,N/A,,,3.5,81.00%,19.00%,3.3,81.00%,19.00%,14:1,66779 BELMONT MORRISTOWN RD,"BELMONT, OH 43718",429,41.00%,Yes,,,,
Ohio,Union-Scioto Local,Unioto High School,,Unranked,26.1,41.00%,36.00%,3.7,82.00%,18.00%,3.5,85.00%,15.00%,22:1,14193 PLEASANT VALLEY RD,"CHILLICOTHE, OH 45601",594,80.0%,Yes,41.00%,51.00%,2.3,36.00%
Ohio,Upper Sandusky Exempted Village,Upper Sandusky High School,,Unranked,N/A,,,3.6,80.0%,20.0%,3.4,86.00%,14.00%,18:1,800 NORTH SANDUSKY AVE,"UPPER SANDUSKY, OH 43351",544,25.00%,No,,,,
Ohio,Upper Scioto Valley Local,Upper Scioto Valley High School,,Unranked,N/A,,,3.2,76.00%,24.00%,3.1,82.00%,18.00%,15:1,510 SOUTH COURTRIGHT ST,"MCGUFFEY, OH 45859",196,0%,Yes,,,,
Ohio,North Fork Local,Utica High School,,Unranked,8.8,12.00%,67.00%,3.7,84.00%,16.00%,3.5,91.00%,9.00%,15:1,260 NORTH JEFFERSON ST,"UTICA, OH 43080",459,0%,Yes,12.00%,67.00%,1.8,67.00%
Ohio,V L T Academy,V L T Academy,,Unranked,N/A,,,2.3,40.0%,60.0%,2.8,75.00%,25.00%,14:1,1100 SYCAMORE ST,"CINCINNATI, OH 45202",860,97.00%,Yes,,,,
Ohio,Parma City,Valley Forge High School,,Unranked,11.6,15.00%,71.00%,3.9,89.00%,11.00%,3.6,89.00%,11.00%,18:1,9999 INDEPENDENCE BLVD,"PARMA HEIGHTS, OH 44130","1,498",45.00%,Yes,15.00%,70.0%,3.1,71.00%
Ohio,Valley View Local,Valley View High School,,Unranked,9.3,14.00%,59.00%,4.1,92.00%,8.00%,3.8,95.00%,5.00%,13:1,6027 FARMERSVILLE GERMANTN PIK,"GERMANTOWN, OH 45327",574,23.00%,No,14.00%,56.00%,1.9,59.00%
Ohio,Vermilion Local,Vermilion High School,,Unranked,6.1,13.00%,27.00%,4,89.00%,11.00%,3.6,92.00%,8.00%,18:1,1250 SANFORD ST,"VERMILION, OH 44089",869,33.00%,No,13.00%,30.0%,1.1,27.00%
Ohio,Vinton County Local,Vinton County High School,,Unranked,8.7,24.00%,13.00%,3.5,74.00%,26.00%,3.3,83.00%,17.00%,13:1,63910 US HWY 50,"MC ARTHUR, OH 45651",631,60.0%,Yes,24.00%,15.00%,2.1,13.00%
Ohio,Virtual Community School Of Ohio,Virtual Community School Of Ohio,,Unranked,N/A,,,2.5,52.00%,48.00%,2.9,71.00%,29.00%,39:1,4480 REFUGEE RD,"COLUMBUS, OH 43232","1,201",0%,Yes,,,,
Ohio,Cincinnati City,Virtual High School,,Unranked,N/A,,,2.6,49.00%,51.00%,2.9,76.00%,24.00%,33:1,425 EZZARD CHARLES DR,"CINCINNATI, OH 45203",329,0%,Yes,,,,
Ohio,"Virtual Schoolhouse, Inc.","Virtual Schoolhouse, Inc.",,Unranked,N/A,,,2.2,38.00%,62.00%,2.2,46.00%,54.00%,8:1,736 LAKEVIEW RD,"CLEVELAND, OH 44108",356,67.00%,Yes,,,,
Ohio,Toledo City,Waite High School,,Unranked,3.3,12.00%,3.00%,3,65.00%,35.00%,2.9,73.00%,27.00%,16:1,301 MORRISON DR,"TOLEDO, OH 43605","1,004",84.00%,Yes,12.00%,4.00%,1.1,3.00%
Ohio,Columbus City Schools,Walnut Ridge High School,,Unranked,5.3,16.00%,7.00%,2.8,58.00%,42.00%,2.8,67.00%,33.00%,16:1,4841 EAST LIVINGSTON AVE,"COLUMBUS, OH 43227",739,76.00%,Yes,16.00%,12.00%,1.6,7.00%
Ohio,Wapakoneta City,Wapakoneta High School,,Unranked,20.7,30.0%,54.00%,3.9,89.00%,11.00%,3.6,90.0%,10.0%,23:1,1 REDSKIN TRL,"WAPAKONETA, OH 45895",797,44.00%,No,30.0%,57.00%,2.1,54.00%
Ohio,Warren City,Warren G Harding High School,,Unranked,11,20.0%,34.00%,3,66.00%,34.00%,3.1,73.00%,27.00%,17:1,860 ELM RD NE,"WARREN, OH 44483","1,479",80.0%,Yes,20.0%,40.0%,3.1,34.00%
Ohio,Warren Local,Warren High School,,Unranked,10.1,14.00%,57.00%,4,88.00%,12.00%,3.6,88.00%,12.00%,18:1,130 WARRIOR DR,"VINCENT, OH 45784",684,23.00%,Yes,14.00%,63.00%,1.8,57.00%
Ohio,Warrensville Heights City,Warrensville Heights High School,,Unranked,N/A,,,2.5,47.00%,53.00%,2.7,68.00%,32.00%,12:1,4270 NORTHFIELD RD,"WARRENSVILLE HEIGHTS, OH 44128",492,69.00%,Yes,,,,
Ohio,Massillon City,Washington High School,,Unranked,9.2,21.00%,27.00%,3.5,80.0%,20.0%,3.4,84.00%,16.00%,16:1,1 PAUL EAST BROWN DR SE,"MASSILLON, OH 44646","1,187",59.00%,Yes,21.00%,27.00%,2.2,27.00%
Ohio,Washington Court House City,Washington High School,,Unranked,8.9,12.00%,66.00%,3.6,76.00%,24.00%,3.4,82.00%,18.00%,19:1,400 SOUTH ELM ST,"WASHINGTON COURT HOUSE, OH 43160",661,45.00%,Yes,12.00%,65.00%,2.1,66.00%
Ohio,Cleveland Metropolitan School District,Washington Park,,Unranked,N/A,,,2.4,50.0%,50.0%,2.5,59.00%,41.00%,10:1,3875 WASHINGTON PARK BLVD,"NEWBURGH HEIGHTS, OH 44105",152,89.00%,Yes,,,,
Ohio,Wolf Creek Local,Waterford High School,,Unranked,N/A,,,3.9,87.00%,13.00%,3.4,83.00%,17.00%,11:1,330 MAIN ST,"WATERFORD, OH 45786",157,25.00%,No,,,,
Ohio,Waterloo Local,Waterloo High School,,Unranked,10.6,20.0%,35.00%,4,88.00%,12.00%,3.4,87.00%,13.00%,17:1,1464 INDUSTRY RD,"ATWATER, OH 44201",394,23.00%,No,20.0%,37.00%,1.1,35.00%
Ohio,Southwest Licking Local,Watkins Memorial High School,,Unranked,20.4,30.0%,42.00%,3.9,91.00%,9.00%,3.7,93.00%,7.00%,17:1,8868 WATKINS RD SW,"PATASKALA, OH 43062","1,124",37.00%,No,30.0%,57.00%,2.4,42.00%
Ohio,Wauseon Exempted Village,Wauseon High School,,Unranked,6.9,10.0%,56.00%,4.2,94.00%,6.00%,3.8,95.00%,5.00%,17:1,840 PARKVIEW ST,"WAUSEON, OH 43567",552,38.00%,No,10.0%,58.00%,1.5,56.00%
Ohio,Waverly City,Waverly High School,,Unranked,10.4,17.00%,50.0%,3.7,83.00%,17.00%,3.4,84.00%,16.00%,18:1,1 TIGER DR,"WAVERLY, OH 45690",469,34.00%,Yes,17.00%,50.0%,1.2,50.0%
Ohio,Huber Heights City,Wayne High School,,Unranked,14.3,17.00%,72.00%,3.7,82.00%,18.00%,3.5,89.00%,11.00%,15:1,5400 CHAMBERSBURG RD,"HUBER HEIGHTS, OH 45424","1,930",39.00%,No,17.00%,79.00%,1.7,72.00%
Ohio,Wayne Trace Local,Wayne Trace High School,,Unranked,N/A,,,3.9,92.00%,8.00%,3.5,88.00%,12.00%,17:1,4915 US ROUTE 127,"HAVILAND, OH 45851",427,43.00%,Yes,,,,
Ohio,Southeast Local,Waynedale High School,,Unranked,12.8,19.00%,36.00%,4.1,90.0%,10.0%,3.6,89.00%,11.00%,17:1,9050 DOVER RD,"APPLE CREEK, OH 44606",339,31.00%,No,19.00%,57.00%,3.6,36.00%
Ohio,Wayne Local,Waynesville High School,,Unranked,33.1,38.00%,85.00%,4.3,95.00%,5.00%,4,95.00%,5.00%,17:1,735 DAYTON RD,"WAYNESVILLE, OH 45068",441,27.00%,No,38.00%,82.00%,2,85.00%
Ohio,Wellington Exempted Village,Wellington High School,,Unranked,N/A,,,3.7,81.00%,19.00%,3.7,87.00%,13.00%,18:1,629 NORTH MAIN ST,"WELLINGTON, OH 44090",430,39.00%,No,,,,
Ohio,Wellston City,Wellston High School,,Unranked,7.3,16.00%,27.00%,3.6,78.00%,22.00%,3.3,83.00%,17.00%,17:1,200 GOLDEN ROCKET DR,"WELLSTON, OH 45692",390,60.0%,Yes,16.00%,27.00%,1,27.00%
Ohio,Wellsville Local,Wellsville High School,,Unranked,N/A,,,3.4,81.00%,19.00%,3.5,93.00%,7.00%,12:1,1 BENGAL BLVD,"WELLSVILLE, OH 43968",242,44.00%,Yes,,,,
Ohio,West Carrollton City,West Carrollton High School,,Unranked,4.2,5.00%,87.00%,3.7,84.00%,16.00%,3.4,87.00%,13.00%,17:1,5833 STUDENT ST,"WEST CARROLLTON, OH 45449","1,016",51.00%,Yes,5.00%,83.00%,1.3,87.00%
Ohio,West Central Learning Academy Ii,West Central Learning Academy Ii,,Unranked,N/A,,,2.9,67.00%,33.00%,2.9,80.0%,20.0%,9:1,522 WEST NORTH ST,"LIMA, OH 45801",109,0%,Yes,,,,
Ohio,Columbus City Schools,West High School,,Unranked,6.6,19.00%,8.00%,2.9,60.0%,40.0%,2.8,61.00%,39.00%,15:1,179 SOUTH POWELL AVE,"COLUMBUS, OH 43204",838,80.0%,Yes,19.00%,13.00%,1.5,8.00%
Ohio,West Holmes Local,West Holmes High School,,Unranked,11,20.0%,35.00%,3.9,87.00%,13.00%,3.6,88.00%,12.00%,18:1,10909 STATE ROUTE 39,"MILLERSBURG, OH 44654",744,36.00%,Yes,20.0%,40.0%,1.5,35.00%
Ohio,West Liberty-Salem Local,West Liberty-Salem Middle/High School,,Unranked,N/A,,,4.2,98.00%,2.00%,4.1,96.00%,4.00%,15:1,7208 US HWY 68 NORTH,"WEST LIBERTY, OH 43357",657,0%,No,,,,
Ohio,West Muskingum Local,West Muskingum High School,,Unranked,27.2,35.00%,74.00%,3.8,84.00%,16.00%,3.6,88.00%,12.00%,12:1,150 KIMES RD,"ZANESVILLE, OH 43701",433,42.00%,No,35.00%,71.00%,3.4,74.00%
Ohio,Adams County/Ohio Valley Local,West Union High School,,Unranked,N/A,,,4.2,89.00%,11.00%,3.7,90.0%,10.0%,14:1,97 DRAGON LAIR DR,"WEST UNION, OH 45693",574,57.00%,Yes,,,,
Ohio,Western Brown Local,Western Brown High School,,Unranked,N/A,,,3.7,82.00%,18.00%,3.5,86.00%,14.00%,20:1,476 WEST MAIN ST,"MOUNT ORAB, OH 45154",833,46.00%,Yes,,,,
Ohio,Western Local,Western High School,,Unranked,N/A,,,3.4,80.0%,20.0%,2.9,70.0%,30.0%,14:1,7959 STATE ROUTE 124,"LATHAM, OH 45646",279,75.00%,Yes,,,,
Ohio,Cincinnati City,Western Hills Engineering High School,,Unranked,N/A,,,2.4,49.00%,51.00%,2.3,41.00%,59.00%,13:1,2144 FERGUSON RD,"CINCINNATI, OH 45238",201,0%,Yes,,,,
Ohio,Cincinnati City,Western Hills University High School,,Unranked,N/A,,,3,66.00%,34.00%,2.6,65.00%,35.00%,18:1,2144 FERGUSON RD,"CINCINNATI, OH 45238",744,0%,Yes,,,,
Ohio,Western Reserve Local,Western Reserve High School,,Unranked,9.2,28.00%,11.00%,3.8,85.00%,15.00%,3.4,90.0%,10.0%,17:1,3841 STATE ROUTE 20,"COLLINS, OH 44826",355,60.0%,Yes,28.00%,11.00%,1.1,11.00%
Ohio,Westerville City,Westerville Central High School,,Unranked,30.9,41.00%,69.00%,4.1,92.00%,8.00%,3.8,93.00%,7.00%,20:1,7118 MOUNT ROYAL AVE,"WESTERVILLE, OH 43082","1,624",22.00%,No,41.00%,67.00%,2.6,69.00%
Ohio,Westerville City,Westerville-North High School,,Unranked,35.6,45.00%,65.00%,4,89.00%,11.00%,3.8,91.00%,9.00%,19:1,950 COUNTY LINE RD,"WESTERVILLE, OH 43081","1,476",22.00%,No,45.00%,73.00%,3.1,65.00%
Ohio,Westfall Local,Westfall High School,,Unranked,6.4,14.00%,26.00%,3.7,84.00%,16.00%,3.5,85.00%,15.00%,15:1,19463 PHERSON PK,"WILLIAMSPORT, OH 43164",475,35.00%,Yes,14.00%,29.00%,1.4,26.00%
Ohio,South-Western City,Westland High School,,Unranked,9.2,19.00%,26.00%,3.6,76.00%,24.00%,3.3,80.0%,20.0%,17:1,146 GALLOWAY RD,"GALLOWAY, OH 43119","1,580",57.00%,Yes,19.00%,32.00%,2.8,26.00%
Ohio,Columbus City Schools,Whetstone High School,,Unranked,16.8,33.00%,27.00%,3.4,74.00%,26.00%,3.4,83.00%,17.00%,20:1,4405 SCENIC DR,"COLUMBUS, OH 43214",973,53.00%,Yes,33.00%,34.00%,2.2,27.00%
Ohio,Whitehall City,Whitehall Yearling High School,,Unranked,7.8,15.00%,26.00%,3.6,81.00%,19.00%,3.2,81.00%,19.00%,14:1,675 SOUTH YEARLING RD,"WHITEHALL, OH 43213",722,75.00%,Yes,15.00%,37.00%,2,26.00%
Ohio,Washington Local,Whitmer High School,,Unranked,2.6,6.00%,18.00%,3.8,82.00%,18.00%,3.4,83.00%,17.00%,14:1,5601 CLEGG DR,"TOLEDO, OH 43613","2,078",46.00%,Yes,6.00%,23.00%,2,18.00%
Ohio,Wickliffe City,Wickliffe High School,,Unranked,9.2,13.00%,61.00%,3.9,83.00%,17.00%,3.6,91.00%,9.00%,12:1,2255 ROCKEFELLER RD,"WICKLIFFE, OH 44092",478,30.0%,No,13.00%,64.00%,2.2,61.00%
Ohio,Willard City,Willard High School,,Unranked,15.7,23.00%,43.00%,4,89.00%,11.00%,3.6,90.0%,10.0%,13:1,123 DR L.H. WHISLER AVE,"WILLARD, OH 44890",494,44.00%,Yes,23.00%,57.00%,1.9,43.00%
Ohio,Southwest Local,William Henry Harrison High School,,Unranked,24.8,38.00%,49.00%,3.8,84.00%,16.00%,3.6,89.00%,11.00%,19:1,9860 WEST RD,"HARRISON, OH 45030",970,37.00%,No,38.00%,55.00%,3.2,49.00%
Ohio,Williamsburg Local,Williamsburg High School,,Unranked,15.3,37.00%,29.00%,3.8,88.00%,12.00%,3.9,97.00%,3.00%,21:1,500 SOUTH 5TH ST,"WILLIAMSBURG, OH 45176",519,39.00%,Yes,37.00%,22.00%,1.5,29.00%
